protein_name	chemical_id	chemical_name	atc	protein_id	mesh_id	uniprot_id	protein_score	protein_annotation	mesh_score	mesh_annotation	matador_score	matador_annotation
IL1B	5353980	sulfasalazine	A07EC01	9606.ENSP00000263341	D007378	Q53XX2_HUMAN Q53X59_HUMAN O43645_HUMAN P01584 Q9UCT6 Q96HE5 Q7RU01	0		163	INDIRECT	163	INDIRECT
IL21	5353980	sulfasalazine	A07EC01	9606.ENSP00000264497	D007378	Q9HBE4	0		163	INDIRECT	163	INDIRECT
ATP8A2	5353980	sulfasalazine	A07EC01	9606.ENSP00000281620	D007378	Q5VXY9_HUMAN Q9NYM3 Q9NTL2 Q9NTI2 Q9NPU6 Q9H527 Q6ZU25_HUMAN Q6ZSP3_HUMAN	0		163	INDIRECT	163	INDIRECT
ZCYTO10	5353980	sulfasalazine	A07EC01	9606.ENSP00000294983	D007378	Q9NYY1 Q96QZ6	0		163	INDIRECT	163	INDIRECT
ST16	5353980	sulfasalazine	A07EC01	9606.ENSP00000294984	D007378	Q96KG4 Q96DB0 Q13007 Q53XZ7_HUMAN	0		163	INDIRECT	163	INDIRECT
IL3	5353980	sulfasalazine	A07EC01	9606.ENSP00000296870	D007378	Q6NZ79_HUMAN Q6NZ78_HUMAN Q6GS87_HUMAN P08700	0		163	INDIRECT	163	INDIRECT
IL17D	5353980	sulfasalazine	A07EC01	9606.ENSP00000302924	D007378	Q8TAD2 Q5VUZ7_HUMAN	0		163	INDIRECT	163	INDIRECT
IL16	5353980	sulfasalazine	A07EC01	9606.ENSP00000302935	D007378	Q9UP18 Q9UME6_HUMAN Q8IUU6_HUMAN Q53HR8_HUMAN Q16435 Q14005	0		163	INDIRECT	163	INDIRECT
IL12A	5353980	sulfasalazine	A07EC01	9606.ENSP00000303231	D007378	P29459 O60595_HUMAN Q96QZ1 Q7LDP2_HUMAN	0		163	INDIRECT	163	INDIRECT
IL13	5353980	sulfasalazine	A07EC01	9606.ENSP00000304915	D007378	P35225 O43644 Q9UDC7_HUMAN Q4VB53_HUMAN Q4VB52_HUMAN Q4VB51_HUMAN Q4VB50_HUMAN	0		163	INDIRECT	163	INDIRECT
IL8	5353980	sulfasalazine	A07EC01	9606.ENSP00000306512	D007378	P10145 Q9UCR8_HUMAN Q9C077 Q96RG6 Q6LAE6 Q6FGF6	0		163	INDIRECT	163	INDIRECT
ENSP00000319435	5353980	sulfasalazine	A07EC01	9606.ENSP00000319435		P02741 Q8WW75 Q5VVP7_HUMAN	950	INDIRECT	0		950	INDIRECT
IL17E	5353980	sulfasalazine	A07EC01	9606.ENSP00000328111	D007378		0		163	INDIRECT	163	INDIRECT
IL22	5353980	sulfasalazine	A07EC01	9606.ENSP00000329384	D007378	Q9GZX6 Q6NZ84_HUMAN Q6NZ83_HUMAN Q6NWP4_HUMAN	0		163	INDIRECT	163	INDIRECT
IL29	5353980	sulfasalazine	A07EC01	9606.ENSP00000329991	D007378	Q8IU54	0		163	INDIRECT	163	INDIRECT
IL28A	5353980	sulfasalazine	A07EC01	9606.ENSP00000333639	D007378	Q8IZJ0 Q8IWL7 Q6VN55 Q45KQ8_HUMAN	0		163	INDIRECT	163	INDIRECT
IL17F	5353980	sulfasalazine	A07EC01	9606.ENSP00000337432	D007378	Q9NUE6 Q96PI8 Q96PD4 Q7Z6P4 Q6NSI0_HUMAN	0		163	INDIRECT	163	INDIRECT
IL19	5353980	sulfasalazine	A07EC01	9606.ENSP00000338300	D007378	Q9UHD0 Q9NUA0 Q96QR4 Q5VUT3_HUMAN	0		163	INDIRECT	163	INDIRECT
IL1F10	5353980	sulfasalazine	A07EC01	9606.ENSP00000341794	D007378	Q9BYX1 Q969H5 Q8WWZ1 Q7RTZ5 Q56AT8_HUMAN Q56AT8 Q53SR9_HUMAN	0		163	INDIRECT	163	INDIRECT
IL17	5353980	sulfasalazine	A07EC01	9606.ENSP00000344192	D007378	Q6NZ94_HUMAN Q5T2P0_HUMAN Q16552	0		163	INDIRECT	163	INDIRECT
MPO	5353980	sulfasalazine	A07EC01	9606.ENSP00000344419		P05164 Q4PJH5_HUMAN Q4PJH5 Q14862	950	INDIRECT	0		950	INDIRECT
IL28B	5353980	sulfasalazine	A07EC01	9606.ENSP00000347165	D007378	Q8IZI9 Q8IWL6 Q7Z4J3 Q6VN56	0		163	INDIRECT	163	INDIRECT
ENSP00000349365	5353980	sulfasalazine	A07EC01	9606.ENSP00000349365	D007378	Q8NEV9_HUMAN Q6P676_HUMAN	0		163	INDIRECT	163	INDIRECT
D007378	5353980	sulfasalazine	A07EC01	D007378			0		163	INDIRECT	163	INDIRECT
IL32	5353980	sulfasalazine	A07EC01	9606.ENSP00000008180	D007378	Q5VFH7_HUMAN P24001 Q96GK9 Q8WV38_HUMAN	0		163	INDIRECT	163	INDIRECT
SPG21	5353980	sulfasalazine	A07EC01	9606.ENSP00000204566	D007378	Q9NZD8_HUMAN Q6ZMB6_HUMAN	0		163	INDIRECT	163	INDIRECT
NFKBIA	5353980	sulfasalazine	A07EC01	9606.ENSP00000216797		P25963 Q9UGJ5_HUMAN	950	INDIRECT	0		950	INDIRECT
EBI3	5353980	sulfasalazine	A07EC01	9606.ENSP00000221847	D007378	Q14213 O75269	0		163	INDIRECT	163	INDIRECT
IL23A	5353980	sulfasalazine	A07EC01	9606.ENSP00000228534	D007378	Q9NPF7_HUMAN Q9H2A5_HUMAN Q6NZ82_HUMAN Q6NZ80_HUMAN	0		163	INDIRECT	163	INDIRECT
IL26	5353980	sulfasalazine	A07EC01	9606.ENSP00000229134	D007378	Q9NPH9	0		163	INDIRECT	163	INDIRECT
TNF	5353980	sulfasalazine	A07EC01	9606.ENSP00000229681		Q5STB3_HUMAN P01375 O43647 Q9UIV3 Q9P1Q2	950	INDIRECT	0		950	INDIRECT
IL12B	5353980	sulfasalazine	A07EC01	9606.ENSP00000231228	D007378	P29460 Q8N0X8_HUMAN	0		163	INDIRECT	163	INDIRECT
IL4	5353980	sulfasalazine	A07EC01	9606.ENSP00000231449	D007378	Q5FC01_HUMAN Q14630 P05112 Q9UPB9_HUMAN Q6NZ77_HUMAN Q6NWP0_HUMAN	0		163	INDIRECT	163	INDIRECT
IL5	5353980	sulfasalazine	A07EC01	9606.ENSP00000231454	D007378	Q13840 P05113	0		163	INDIRECT	163	INDIRECT
IL17C	5353980	sulfasalazine	A07EC01	9606.ENSP00000244241	D007378	Q3MIG8 Q9P0M4 Q9HC75	0		163	INDIRECT	163	INDIRECT
IL6	5353980	sulfasalazine	A07EC01	9606.ENSP00000258743	D007378	P05231 Q9UCU4 Q9UCU3 Q9UCU2 Q75MH2_HUMAN	0		163	INDIRECT	163	INDIRECT
IL1F9	5353980	sulfasalazine	A07EC01	9606.ENSP00000259205	D007378	Q56B91 Q9NZH8 Q7RTZ9 Q6UVX7	0		163	INDIRECT	163	INDIRECT
IL1F6	5353980	sulfasalazine	A07EC01	9606.ENSP00000259211	D007378	Q5BLR4_HUMAN Q5BLR4 Q53SR7_HUMAN Q9UHA7 Q7RTZ8	0		163	INDIRECT	163	INDIRECT
IL1F5	5353980	sulfasalazine	A07EC01	9606.ENSP00000259212	D007378	Q56AT9 Q9UBH0 Q7RTZ6	0		163	INDIRECT	163	INDIRECT
IL1F8	5353980	sulfasalazine	A07EC01	9606.ENSP00000259213	D007378	Q53SR6_HUMAN Q53SR6 Q9UHA5 Q9NZH7 Q7RTZ7	0		163	INDIRECT	163	INDIRECT
NFHEV	5353980	sulfasalazine	A07EC01	9606.ENSP00000259562	D007378	O95760	0		163	INDIRECT	163	INDIRECT
IL17B	5353980	sulfasalazine	A07EC01	9606.ENSP00000261796	D007378	Q9UHF5 Q6IAG3_HUMAN	0		163	INDIRECT	163	INDIRECT
IL25	5353980	sulfasalazine	A07EC01	9606.ENSP00000262947	D007378	O75256 O75272 Q9NP69 Q9BTK7 Q969H8	0		163	INDIRECT	163	INDIRECT
IL1F7	5353980	sulfasalazine	A07EC01	9606.ENSP00000263326	D007378	Q56AP9 Q9UHA6 Q9NZH6 Q9HBF3 Q9HBF2 Q8TD05 Q8TD04 Q7RU00_HUMAN	0		163	INDIRECT	163	INDIRECT
PTGER3	5312153	sulprostone	G02AD05	9606.ENSP00000345004		O00325_HUMAN O00326 Q9UBW3_HUMAN Q6TTN3_HUMAN Q5TH88_HUMAN Q5TH86_HUMAN Q5CZ64_HUMAN Q5CZ63_HUMAN Q5CZ62_HUMAN Q5CZ61_HUMAN Q5CZ60_HUMAN Q5CZ59_HUMAN Q5CZ57_HUMAN Q16546 Q12945 Q12944 Q12943 P43115	950	DIRECT	0		950	DIRECT
AC1	5312153	sulprostone	G02AD05	9606.ENSP00000195455	D000262	Q99440	0		511	INDIRECT	511	INDIRECT
ADCY7	5312153	sulprostone	G02AD05	9606.ENSP00000254235	D000262	P51828 Q86YI0_HUMAN	0		511	INDIRECT	511	INDIRECT
KIAA0511	5312153	sulprostone	G02AD05	9606.ENSP00000260600	D000262	Q53T54_HUMAN O60266 Q9UDB1 Q8NBM1_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY2	5312153	sulprostone	G02AD05	9606.ENSP00000264672	D000262	Q08462 Q9UPU2 Q9UDB2_HUMAN Q7RTV6_HUMAN Q71UM8_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY8	5312153	sulprostone	G02AD05	9606.ENSP00000286355	D000262	P40145	0		511	INDIRECT	511	INDIRECT
ADCY9	5312153	sulprostone	G02AD05	9606.ENSP00000294016	D000262	Q4ZIR5_HUMAN Q4ZIR5 Q4ZHT9_HUMAN Q4ZHT9 O60503 O60273 Q9UGP2 Q9BWT4	0		511	INDIRECT	511	INDIRECT
ADCY1	5312153	sulprostone	G02AD05	9606.ENSP00000297323	D000262	Q8NFM5_HUMAN Q75MI1 Q08828 Q59FG4_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY5	5312153	sulprostone	G02AD05	9606.ENSP00000308685	D000262	O95622 Q8NFM3 Q7RTV7_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY6	5312153	sulprostone	G02AD05	9606.ENSP00000311405	D000262	O43306 Q9UDB0_HUMAN Q9NR75 Q9NR74_HUMAN Q6LCE1_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY4	5312153	sulprostone	G02AD05	9606.ENSP00000312126	D000262	Q96ML7 Q96KY6_HUMAN Q8NFM4 Q86TZ7_HUMAN Q6ZN83_HUMAN	0		511	INDIRECT	511	INDIRECT
ENSP00000355401	5312153	sulprostone	G02AD05	9606.ENSP00000355401		Q9NNX0_HUMAN Q96PN6_HUMAN Q8WXV4_HUMAN Q5R330_HUMAN Q5R329_HUMAN O95558_HUMAN	950	INDIRECT	0		950	INDIRECT
D000262	5312153	sulprostone	G02AD05	D000262			0		511	INDIRECT	511	INDIRECT
ALOX5	5311297	montelukast	R03DC03	9606.ENSP00000265455		Q5JQ14_HUMAN P09917	950	DIRECT	0		950	DIRECT
LTB4R2	5311297	montelukast	R03DC03	9606.ENSP00000267425	D018077	Q5KU28_HUMAN Q5HYL4_HUMAN Q9NPE5 Q9NPC1 Q8TBS6 Q8IVF0 Q86U38	0		675	DIRECT	675	DIRECT
CYSLTR2	5311297	montelukast	R03DC03	9606.ENSP00000282018	D018077	Q5KU17_HUMAN Q9NS75 Q9HCQ2	0		675	DIRECT	675	DIRECT
LTB4R	5311297	montelukast	R03DC03	9606.ENSP00000307445	D018077	Q9BSU5 Q92641 Q53XV5_HUMAN Q15722 Q13305	0		675	DIRECT	675	DIRECT
CYSLTR1	5311297	montelukast	R03DC03	9606.ENSP00000312492	D018077	Q9Y271 Q8IV19_HUMAN Q5JS94_HUMAN Q5JS94	950	DIRECT	675	DIRECT	950	DIRECT
D018077	5311297	montelukast	R03DC03	D018077			0		675	DIRECT	675	DIRECT
IL4	5311297	montelukast	R03DC03	9606.ENSP00000231449	D015847	Q5FC01_HUMAN Q14630 P05112 Q9UPB9_HUMAN Q6NZ77_HUMAN Q6NWP0_HUMAN	0		950	INDIRECT	950	INDIRECT
IL5	5311297	montelukast	R03DC03	9606.ENSP00000231454		Q13840 P05113	950	INDIRECT	0		950	INDIRECT
CCL11	5311297	montelukast	R03DC03	9606.ENSP00000302234		P51671 P50877 Q92491 Q92490 Q6I9T4_HUMAN	950	INDIRECT	0		950	INDIRECT
D015847	5311297	montelukast	R03DC03	D015847			0		950	INDIRECT	950	INDIRECT
PTGIR	5311181	iloprost	B01AC11	9606.ENSP00000291294		P43119	950	DIRECT	0		950	DIRECT
PTGER1	5311181	iloprost	B01AC11	9606.ENSP00000292513		Q5U5U4_HUMAN Q5U5U4 P34995 Q8NHB2 Q86VB5 Q86UH3	950	DIRECT	0		950	DIRECT
AC1	5311181	iloprost	B01AC11	9606.ENSP00000195455	D000262	Q99440	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
ADCY7	5311181	iloprost	B01AC11	9606.ENSP00000254235	D000262	P51828 Q86YI0_HUMAN	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
KIAA0511	5311181	iloprost	B01AC11	9606.ENSP00000260600	D000262	Q53T54_HUMAN O60266 Q9UDB1 Q8NBM1_HUMAN	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
ADCY2	5311181	iloprost	B01AC11	9606.ENSP00000264672	D000262	Q08462 Q9UPU2 Q9UDB2_HUMAN Q7RTV6_HUMAN Q71UM8_HUMAN	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
ADCY8	5311181	iloprost	B01AC11	9606.ENSP00000286355	D000262	P40145	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
ADCY9	5311181	iloprost	B01AC11	9606.ENSP00000294016	D000262	Q4ZIR5_HUMAN Q4ZIR5 Q4ZHT9_HUMAN Q4ZHT9 O60503 O60273 Q9UGP2 Q9BWT4	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
ADCY1	5311181	iloprost	B01AC11	9606.ENSP00000297323	D000262	Q8NFM5_HUMAN Q75MI1 Q08828 Q59FG4_HUMAN	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
ADCY5	5311181	iloprost	B01AC11	9606.ENSP00000308685	D000262	O95622 Q8NFM3 Q7RTV7_HUMAN	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
ADCY6	5311181	iloprost	B01AC11	9606.ENSP00000311405	D000262	O43306 Q9UDB0_HUMAN Q9NR75 Q9NR74_HUMAN Q6LCE1_HUMAN	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
ADCY4	5311181	iloprost	B01AC11	9606.ENSP00000312126	D000262	Q96ML7 Q96KY6_HUMAN Q8NFM4 Q86TZ7_HUMAN Q6ZN83_HUMAN	0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
D000262	5311181	iloprost	B01AC11	D000262			0		511	DIRECT_INDIRECT	511	DIRECT_INDIRECT
EDN1	5311181	iloprost	B01AC11	9606.ENSP00000075232		P05305 Q96DA1 Q6FH53_HUMAN	950	INDIRECT	0		950	INDIRECT
PF4V1	5311181	iloprost	B01AC11	9606.ENSP00000226524	D010978	P10720	0		936	INDIRECT	936	INDIRECT
LTA4H	5311181	iloprost	B01AC11	9606.ENSP00000228740	D001094	Q59ES1_HUMAN Q49AK0_HUMAN P09960 Q6IAT6_HUMAN	0		866	INDIRECT	866	INDIRECT
ALOX5	5311181	iloprost	B01AC11	9606.ENSP00000265455	D001094	Q5JQ14_HUMAN P09917	0		866	INDIRECT	866	INDIRECT
PPBP	5311181	iloprost	B01AC11	9606.ENSP00000296028		Q6IBJ8 P02775	950	INDIRECT	0		950	INDIRECT
PF4	5311181	iloprost	B01AC11	9606.ENSP00000296029	D010978	Q9UC64_HUMAN P02776 Q53X61_HUMAN	950	INDIRECT	936	INDIRECT	950	INDIRECT
GNAS	5311181	iloprost	B01AC11	9606.ENSP00000302237	D019205	P04895 O95467_HUMAN O95417_HUMAN O75685_HUMAN O75684_HUMAN O75633_HUMAN O75632_HUMAN O60726_HUMAN Q9NY42_HUMAN Q96H70 Q8TBC0_HUMAN Q6NXS0_HUMAN Q6NR75 Q5JWF2_HUMAN Q5JWF1_HUMAN Q5JWE9_HUMAN Q5JWE8_HUMAN Q5JWE6_HUMAN Q5JWE5_HUMAN Q5JWE4_HUMAN Q5JWE3_HUMAN Q5JWE2_HUMAN Q5JWE1_HUMAN Q5JWE0_HUMAN Q5JWD9_HUMAN Q5JWD8_HUMAN Q5JWD7_HUMAN Q5JWD6_HUMAN Q5JWD5_HUMAN Q5JWD5 Q5JWD4_HUMAN Q5JWD4 Q5JWD2_HUMAN Q5JWD1_HUMAN Q5JWC9_HUMAN Q5JWC8_HUMAN Q5JWC7_HUMAN Q5JWC6_HUMAN Q5JWC5_HUMAN Q5JWC3_HUMAN Q5JW67_HUMAN Q5JW64_HUMAN Q5FWY2_HUMAN Q49AL8_HUMAN Q14455_HUMAN Q14433_HUMAN Q12927 P63092	0		950	INDIRECT	950	INDIRECT
ENSP00000355401	5311181	iloprost	B01AC11	9606.ENSP00000355401		Q9NNX0_HUMAN Q96PN6_HUMAN Q8WXV4_HUMAN Q5R330_HUMAN Q5R329_HUMAN O95558_HUMAN	950	INDIRECT	0		950	INDIRECT
D001094	5311181	iloprost	B01AC11	D001094			0		866	INDIRECT	866	INDIRECT
D010978	5311181	iloprost	B01AC11	D010978			0		936	INDIRECT	936	INDIRECT
D019205	5311181	iloprost	B01AC11	D019205			0		950	INDIRECT	950	INDIRECT
ITGA2B	5311082	eptifibatide	B01AC16	9606.ENSP00000262407		Q59FA8_HUMAN Q14443 O95366 P08514 Q6LDK5_HUMAN	950	DIRECT	0		950	DIRECT
APOA5	5310993	acipimox	C10AD06	9606.ENSP00000227665	D001054	Q9UBJ3 Q6UWK9 Q6Q788	0		688	INDIRECT	688	INDIRECT
ENSP00000227666	5310993	acipimox	C10AD06	9606.ENSP00000227666	D001054		0		688	INDIRECT	688	INDIRECT
ENSP00000227667	5310993	acipimox	C10AD06	9606.ENSP00000227667	D001053		0		325	INDIRECT	325	INDIRECT
APOM	5310993	acipimox	C10AD06	9606.ENSP00000229690	D001053	Q5SRP4_HUMAN O95445 Q9UMP6 Q9P046	0		325	INDIRECT	325	INDIRECT
APOB	5310993	acipimox	C10AD06	9606.ENSP00000233242	D001053	Q59HB3_HUMAN Q53QC8_HUMAN Q4ZG63_HUMAN Q13828_HUMAN Q13789_HUMAN Q13788 Q13787 Q13786 Q13785 Q13779 P78481 P78480 P78479 P04114 O00502 Q9UMN0 Q9UE53_HUMAN Q9UE52_HUMAN Q9UE51_HUMAN Q7Z7Q0_HUMAN Q7Z600	950	INDIRECT	325	INDIRECT	950	INDIRECT
ENSP00000236850	5310993	acipimox	C10AD06	9606.ENSP00000236850	D001054		0		688	INDIRECT	688	INDIRECT
CFHL4	5310993	acipimox	C10AD06	9606.ENSP00000251424	D001053	Q5TZE7_HUMAN Q5TZE6_HUMAN Q5DVJ7_HUMAN Q9UJY6 Q92496	0		325	INDIRECT	325	INDIRECT
APOE	5310993	acipimox	C10AD06	9606.ENSP00000252486	D001053	Q13791_HUMAN P02649 Q9P2S4 Q8TCZ8_HUMAN Q6LBZ1_HUMAN Q6LA97_HUMAN	0		325	INDIRECT	325	INDIRECT
APOC4	5310993	acipimox	C10AD06	9606.ENSP00000252489	D001053	Q53YY8_HUMAN P55056 P02655 Q9UNK3 Q9UDE3 Q9BS39 Q6P163_HUMAN	0		325	INDIRECT	325	INDIRECT
APOC1	5310993	acipimox	C10AD06	9606.ENSP00000252491	D001053	P02654 Q6IB97_HUMAN	0		325	INDIRECT	325	INDIRECT
APOA2	5310993	acipimox	C10AD06	9606.ENSP00000289906	D001054	P02652	0		688	INDIRECT	688	INDIRECT
APOL6	5310993	acipimox	C10AD06	9606.ENSP00000303529	D001053	Q9UGG1 Q9BWW8 Q8NCM1_HUMAN Q8IXX6 Q658J1_HUMAN Q5R3S1	0		325	INDIRECT	325	INDIRECT
APOF	5310993	acipimox	C10AD06	9606.ENSP00000311037	D001053	Q8TC13 Q13790	0		325	INDIRECT	325	INDIRECT
APOL1	5310993	acipimox	C10AD06	9606.ENSP00000317674	D001053	O14791 O60804 Q9BQ03 Q96PM4 Q96AB8 Q5R3P8 Q5R3P7	0		325	INDIRECT	325	INDIRECT
APOL3	5310993	acipimox	C10AD06	9606.ENSP00000344577	D001053	O95236 Q9BQA3 Q9BQ82 Q5U5N4_HUMAN	0		325	INDIRECT	325	INDIRECT
APOD	5310993	acipimox	C10AD06	9606.ENSP00000345179	D001053	P05090 Q6IBG6_HUMAN	0		325	INDIRECT	325	INDIRECT
APOA4	5310993	acipimox	C10AD06	9606.ENSP00000350425	D001054	P06727 Q6Q787_HUMAN Q6Q787 Q13784_HUMAN	0		688	INDIRECT	688	INDIRECT
ENSP00000352471	5310993	acipimox	C10AD06	9606.ENSP00000352471	D001054	Q9Y355_HUMAN Q9UCT8_HUMAN Q8TDB0_HUMAN Q6Q785_HUMAN Q6Q785 Q6LDN9 P02647	950	INDIRECT	688	INDIRECT	950	INDIRECT
ENSP00000353540	5310993	acipimox	C10AD06	9606.ENSP00000353540	D001053	Q6Q786_HUMAN Q6Q786 P02656	0		325	INDIRECT	325	INDIRECT
D001053	5310993	acipimox	C10AD06	D001053			0		325	INDIRECT	325	INDIRECT
D001054	5310993	acipimox	C10AD06	D001054			0		688	INDIRECT	688	INDIRECT
D008076	5310993	acipimox	C10AD06	D008076			0		950	INDIRECT	950	INDIRECT
CHRM1	5282405	alcuronium	M03AA01	9606.ENSP00000306490	D011976	P11229 Q96RH1_HUMAN Q53XZ3_HUMAN	0		903	DIRECT	903	DIRECT
CHRM2	5282405	alcuronium	M03AA01	9606.ENSP00000319984	D011976	P08172 Q9P1X9 Q96RH0_HUMAN Q86SJ1_HUMAN Q6SL56_HUMAN Q4VBK6_HUMAN	0		903	DIRECT	903	DIRECT
D011976	5282405	alcuronium	M03AA01	D011976			0		903	DIRECT	903	DIRECT
CYP2C9	5282204	lornoxicam	M01AC05	9606.ENSP00000260682		Q5VX92_HUMAN Q5EDC5_HUMAN Q16872 Q16756 P11713 P11712 Q9UQ59_HUMAN Q9UEH3_HUMAN Q8WW80_HUMAN Q6IRV8_HUMAN	950	DIRECT	0		950	DIRECT
CYP26A1	5281612	diosmetin		9606.ENSP00000224356	D003577	Q5VXI0_HUMAN Q5VXH9_HUMAN O43174	0		163	DIRECT	163	DIRECT
CYP27B1	5281612	diosmetin		9606.ENSP00000228606	D003577	Q548T3_HUMAN P450C1 alpha O15528 Q9UP42_HUMAN Q7Z654_HUMAN	0		163	DIRECT	163	DIRECT
PTGIS	5281612	diosmetin		9606.ENSP00000244043	D003577	Q16647 Q9HAX4 Q9HAX3 Q9HAX2 Q6LEN2_HUMAN Q6LEN0_HUMAN	0		163	DIRECT	163	DIRECT
CYP2E1	5281612	diosmetin		9606.ENSP00000252945	D003577	Q5VZD5_HUMAN Q4LBD0_HUMAN Q3YA63_HUMAN Q16868_HUMAN P05181 Q9UK47 Q6NWT9_HUMAN Q6NWT7_HUMAN	0		163	DIRECT	163	DIRECT
CYP2J2	5281612	diosmetin		9606.ENSP00000257149	D003577	P51589 Q9UN91_HUMAN Q96RX4_HUMAN Q8TF13_HUMAN	0		163	DIRECT	163	DIRECT
CYP27A1	5281612	diosmetin		9606.ENSP00000258415	D003577	Q02318 Q86YQ6 Q6LDB4	0		163	DIRECT	163	DIRECT
CYP19A1	5281612	diosmetin		9606.ENSP00000260433	D003577	Q58FA0 Q45RG7_HUMAN Q16731 Q16449_HUMAN P11511 Q8TCA4_HUMAN Q8IYJ7_HUMAN Q8IYG4_HUMAN Q7Z471_HUMAN	0		163	DIRECT	163	DIRECT
CYP1B1	5281612	diosmetin		9606.ENSP00000260630	D003577	Q5TZW8_HUMAN Q5TZV6_HUMAN Q53TK1_HUMAN Q4U3K8_HUMAN Q16678 Q9H316 Q93089	0		163	DIRECT	163	DIRECT
CYP2C9	5281612	diosmetin		9606.ENSP00000260682	D003577	Q5VX92_HUMAN Q5EDC5_HUMAN Q16872 Q16756 P11713 P11712 Q9UQ59_HUMAN Q9UEH3_HUMAN Q8WW80_HUMAN Q6IRV8_HUMAN	0		163	DIRECT	163	DIRECT
CH25H	5281612	diosmetin		9606.ENSP00000260706	D003577	O95992_HUMAN	0		163	DIRECT	163	DIRECT
CYP46A1	5281612	diosmetin		9606.ENSP00000261835	D003577	Q9Y6A2 Q8N2B0_HUMAN	0		163	DIRECT	163	DIRECT
CYP20A1	5281612	diosmetin		9606.ENSP00000264278	D003577	Q53RS5_HUMAN Q4ZG61_HUMAN Q9HC04_HUMAN Q8WZ13_HUMAN Q8WWA9_HUMAN Q8N4Q8_HUMAN Q6UW02_HUMAN Q658T6_HUMAN	0		163	DIRECT	163	DIRECT
CYP11A1	5281612	diosmetin		9606.ENSP00000268053	D003577	Q16805 Q15081 P05108 Q8N1A7_HUMAN	0		163	DIRECT	163	DIRECT
ENSP00000269703	5281612	diosmetin		9606.ENSP00000269703	D003577	Q8N8H4_HUMAN Q6NT55_HUMAN	0		163	DIRECT	163	DIRECT
CYP4B1	5281612	diosmetin		9606.ENSP00000271153	D003577	Q5SXC1_HUMAN P13584 Q8WWV1_HUMAN Q8WWV0 Q8WWU9 Q8WWF2_HUMAN Q8TD85 Q8IZB0_HUMAN	0		163	DIRECT	163	DIRECT
ENSP00000274118	5281612	diosmetin		9606.ENSP00000274118	D003577	Q49AA5_HUMAN	0		163	DIRECT	163	DIRECT
CYP39A1	5281612	diosmetin		9606.ENSP00000275016	D003577	Q5VTT0_HUMAN Q9NYL5 Q96FW5	0		163	DIRECT	163	DIRECT
CYP17A1	5281612	diosmetin		9606.ENSP00000278017	D003577	Q5TZV7 P450C17 P05093	0		163	DIRECT	163	DIRECT
CYP26C1	5281612	diosmetin		9606.ENSP00000285949	D003577	Q5VXH6 Q6ZSQ2_HUMAN Q6V0L0	0		163	DIRECT	163	DIRECT
CYP2C18	5281612	diosmetin		9606.ENSP00000285979	D003577	Q53EX9_HUMAN Q4VAT6_HUMAN Q4VAT5_HUMAN Q16751 Q16750_HUMAN Q16703 P33260 Q7Z348_HUMAN Q6GRG1_HUMAN	0		163	DIRECT	163	DIRECT
CYP2C19	5281612	diosmetin		9606.ENSP00000285981	D003577	Q16743_HUMAN P33261 P33259 Q8WZB2_HUMAN Q8WZB2 Q8WZB1_HUMAN Q8WZB1 Q767A3_HUMAN	0		163	DIRECT	163	DIRECT
CYP2C8	5281612	diosmetin		9606.ENSP00000285985	D003577	Q5VX93_HUMAN P10632 Q9UCZ9_HUMAN Q8WWB1_HUMAN	0		163	DIRECT	163	DIRECT
CYP3A7	5281612	diosmetin		9606.ENSP00000292414	D003577	P24462 Q9H241_HUMAN Q6KGV3_HUMAN	0		163	DIRECT	163	DIRECT
CYP11B1	5281612	diosmetin		9606.ENSP00000292427	D003577	Q4VAQ9_HUMAN Q4VAQ8_HUMAN Q14095 P450C11 P15538 Q9UML2 Q8TE40_HUMAN Q8TE39_HUMAN Q8TE38_HUMAN Q8TDD0_HUMAN Q8N9P8_HUMAN	0		163	DIRECT	163	DIRECT
CYP4A22	5281612	diosmetin		9606.ENSP00000294337	D003577	Q5TCH4_HUMAN Q5TCH3_HUMAN Q9NRM4_HUMAN Q6JXK8_HUMAN Q6JXK7_HUMAN	0		163	DIRECT	163	DIRECT
ENSP00000294342	5281612	diosmetin		9606.ENSP00000294342	D003577	Q8N1L4_HUMAN Q66ZJ5_HUMAN	0		163	DIRECT	163	DIRECT
